audio_name,applied_effects,GA_effects,similarity_indv,best_fit
0.mp3,"{2: {'drive_db': 6.59}, 4: {'depth': 0.32}, 5: {'wet_level': 0.57}, 1: {'delay_seconds': 3.48}}","{2: {'drive_db': 8.62}, 3: {'gain_db': -4.1}, 4: {'depth': 0.27}, 1: {'delay_seconds': 2.43}}",0.5814963770677637,43.88102516386968
1.mp3,"{2: {'drive_db': 12.68}, 5: {'wet_level': 0.38}, 4: {'depth': 0.29}, 0: {'rate_hz': 9.49}}","{4: {'depth': 0.44}, 5: {'wet_level': 0.29}, 0: {'rate_hz': 3.83}, 1: {'delay_seconds': 2.41}, 3: {'gain_db': -0.93}}",0.5907259984639467,19.536520071444
2.mp3,"{0: {'rate_hz': 15.02}, 4: {'depth': 0.36}}","{0: {'rate_hz': 8.85}, 4: {'depth': 0.56}}",0.8145800437245623,40.938369175554726
3.mp3,"{1: {'delay_seconds': 2.26}, 2: {'drive_db': 14.18}, 5: {'wet_level': 0.38}, 0: {'rate_hz': 4.11}}","{5: {'wet_level': 0.27}, 2: {'drive_db': 12.7}, 0: {'rate_hz': 2.43}, 1: {'delay_seconds': 3.04}}",0.8916186431229128,14.285341229079656
4.mp3,"{1: {'delay_seconds': 3.99}, 4: {'depth': 0.26}, 3: {'gain_db': 2.76}, 0: {'rate_hz': 2.55}, 5: {'wet_level': 0.54}}","{4: {'depth': 0.56}, 3: {'gain_db': 4.54}, 2: {'drive_db': 14.59}, 5: {'wet_level': 0.23}}",0.4661311109076116,54.43156822752829
5.mp3,"{2: {'drive_db': 4.27}, 0: {'rate_hz': 6.09}, 3: {'gain_db': -3.47}}","{4: {'depth': 0.36}, 2: {'drive_db': 1.7}}",0.6902057806650786,2.0811714913531927
6.mp3,"{0: {'rate_hz': 8.77}, 3: {'gain_db': 0.93}, 1: {'delay_seconds': 1.33}, 4: {'depth': 0.41}, 5: {'wet_level': 0.26}, 2: {'drive_db': 18.85}}","{4: {'depth': 0.46}, 2: {'drive_db': 17.74}, 3: {'gain_db': -2.06}, 0: {'rate_hz': 14.1}}",0.7543949741888336,8.156488164800932
7.mp3,"{5: {'wet_level': 0.54}, 3: {'gain_db': 1.59}, 0: {'rate_hz': 2.18}, 2: {'drive_db': 6.77}}","{4: {'depth': 0.48}, 5: {'wet_level': 0.25}, 1: {'delay_seconds': 1.87}, 3: {'gain_db': -7.3}}",0.5278540813281146,13.963005308896795
8.mp3,"{0: {'rate_hz': 2.45}, 4: {'depth': 0.24}, 5: {'wet_level': 0.3}, 3: {'gain_db': 2.38}}",{4: {'depth': 0.38}},0.6577983794981764,29.57087682573048
9.mp3,{3: {'gain_db': 8.18}},{2: {'drive_db': 7.96}},0.5948899326520425,0.0547769168201923
10.mp3,"{2: {'drive_db': 6.59}, 0: {'rate_hz': 18.59}}","{4: {'depth': 0.41}, 1: {'delay_seconds': 2.66}, 0: {'rate_hz': 14.17}, 2: {'drive_db': 18.09}, 5: {'wet_level': 0.33}, 3: {'gain_db': 4.75}}",0.42614742101528597,27.514434380290584
11.mp3,"{5: {'wet_level': 0.3}, 0: {'rate_hz': 4.78}, 4: {'depth': 0.22}, 2: {'drive_db': 18.85}, 3: {'gain_db': -5.75}, 1: {'delay_seconds': 1.46}}","{2: {'drive_db': 19.76}, 0: {'rate_hz': 4.16}, 5: {'wet_level': 0.34}, 3: {'gain_db': 6.2}, 1: {'delay_seconds': 4.8}, 4: {'depth': 0.4}}",0.6125498000937316,24.24966803304193
12.mp3,"{5: {'wet_level': 0.4}, 3: {'gain_db': -3.81}}","{3: {'gain_db': -9.91}, 5: {'wet_level': 0.59}}",0.8205086920499223,14.419017712991112
13.mp3,"{4: {'depth': 0.37}, 2: {'drive_db': 17.28}, 1: {'delay_seconds': 1.2}, 0: {'rate_hz': 9.86}, 3: {'gain_db': -3.47}}","{0: {'rate_hz': 9.29}, 3: {'gain_db': -0.95}}",0.5525885510744839,16.386518265214264
14.mp3,"{1: {'delay_seconds': 4.19}, 5: {'wet_level': 0.59}, 0: {'rate_hz': 15.15}, 2: {'drive_db': 15.43}, 3: {'gain_db': -1.14}}","{4: {'depth': 0.26}, 2: {'drive_db': 17.97}, 1: {'delay_seconds': 3.89}, 0: {'rate_hz': 19.13}, 5: {'wet_level': 0.42}}",0.704580931681914,8.237535957367967
15.mp3,"{4: {'depth': 0.23}, 1: {'delay_seconds': 2.75}, 3: {'gain_db': -2.59}, 2: {'drive_db': 2.67}, 5: {'wet_level': 0.6}}",{4: {'depth': 0.53}},0.46652202482201754,28.861192699163496
16.mp3,"{3: {'gain_db': 0.22}, 1: {'delay_seconds': 2.95}, 2: {'drive_db': 17.73}, 5: {'wet_level': 0.42}, 4: {'depth': 0.22}, 0: {'rate_hz': 12.71}}","{0: {'rate_hz': 8.35}, 2: {'drive_db': 7.64}, 5: {'wet_level': 0.3}}",0.5746159197375379,27.329057809007946
17.mp3,"{3: {'gain_db': 3.24}, 4: {'depth': 0.52}, 5: {'wet_level': 0.35}, 2: {'drive_db': 19.54}, 1: {'delay_seconds': 1.2}}","{3: {'gain_db': -1.21}, 4: {'depth': 0.53}, 2: {'drive_db': 10.51}, 1: {'delay_seconds': 1.76}}",0.6820749418611477,27.68875616841932
18.mp3,"{3: {'gain_db': -1.54}, 1: {'delay_seconds': 1.88}, 5: {'wet_level': 0.44}}",{},0.621828350750223,43.62909663443716
19.mp3,"{5: {'wet_level': 0.52}, 4: {'depth': 0.48}, 3: {'gain_db': 2.58}, 1: {'delay_seconds': 3.55}, 0: {'rate_hz': 19.65}, 2: {'drive_db': 8.38}}","{5: {'wet_level': 0.5}, 0: {'rate_hz': 13.31}, 2: {'drive_db': 13.48}, 3: {'gain_db': 7.52}}",0.5218553023907387,50.688926818384864
20.mp3,"{3: {'gain_db': -2.52}, 5: {'wet_level': 0.39}, 2: {'drive_db': 18.83}, 1: {'delay_seconds': 3.12}, 4: {'depth': 0.34}}","{4: {'depth': 0.35}, 5: {'wet_level': 0.47}}",0.5111697967672286,17.6253859687326
21.mp3,"{0: {'rate_hz': 8.56}, 1: {'delay_seconds': 1.93}, 5: {'wet_level': 0.34}, 4: {'depth': 0.2}}","{2: {'drive_db': 12.08}, 0: {'rate_hz': 4.02}, 3: {'gain_db': -3.03}, 4: {'depth': 0.22}, 1: {'delay_seconds': 1.94}}",0.6214009437804019,0.5038686084080071
22.mp3,"{2: {'drive_db': 13.19}, 4: {'depth': 0.2}, 3: {'gain_db': -1.66}, 0: {'rate_hz': 9.73}, 5: {'wet_level': 0.2}, 1: {'delay_seconds': 4.35}}","{0: {'rate_hz': 13.6}, 4: {'depth': 0.37}, 5: {'wet_level': 0.21}, 3: {'gain_db': 2.07}, 1: {'delay_seconds': 1.66}, 2: {'drive_db': 16.97}}",0.7177633807259249,61.971662886079045
23.mp3,"{3: {'gain_db': -5.9}, 2: {'drive_db': 4.7}, 5: {'wet_level': 0.2}, 1: {'delay_seconds': 2.64}, 0: {'rate_hz': 18.15}}","{3: {'gain_db': -4.53}, 0: {'rate_hz': 11.97}, 2: {'drive_db': 18.76}, 1: {'delay_seconds': 4.49}, 4: {'depth': 0.49}}",0.49844611363690344,9.119480556126971
24.mp3,{4: {'depth': 0.42}},{},0.7142261966752959,26.239306189662784
25.mp3,"{4: {'depth': 0.49}, 5: {'wet_level': 0.54}, 1: {'delay_seconds': 4.04}, 3: {'gain_db': -5.07}, 0: {'rate_hz': 5.52}, 2: {'drive_db': 2.07}}","{2: {'drive_db': 1.87}, 3: {'gain_db': -4.78}, 4: {'depth': 0.45}, 0: {'rate_hz': 1.73}, 5: {'wet_level': 0.53}, 1: {'delay_seconds': 3.58}}",0.9092561092761406,26.90012137402698
26.mp3,"{4: {'depth': 0.23}, 3: {'gain_db': -7.1}, 5: {'wet_level': 0.44}, 0: {'rate_hz': 14.75}, 2: {'drive_db': 16.59}, 1: {'delay_seconds': 1.92}}","{2: {'drive_db': 12.43}, 0: {'rate_hz': 12.17}}",0.6098914206227916,38.81971044779021
27.mp3,"{2: {'drive_db': 10.69}, 5: {'wet_level': 0.27}, 0: {'rate_hz': 15.17}, 1: {'delay_seconds': 4.56}, 3: {'gain_db': 9.46}, 4: {'depth': 0.3}}","{5: {'wet_level': 0.59}, 1: {'delay_seconds': 2.97}, 0: {'rate_hz': 9.91}}",0.43179277629189355,43.10373390451823
28.mp3,"{5: {'wet_level': 0.51}, 1: {'delay_seconds': 2.14}, 0: {'rate_hz': 2.76}}","{5: {'wet_level': 0.48}, 1: {'delay_seconds': 4.76}, 0: {'rate_hz': 11.08}, 3: {'gain_db': 4.03}, 2: {'drive_db': 12.94}, 4: {'depth': 0.54}}",0.3984958783737775,54.703718217262285
29.mp3,"{0: {'rate_hz': 9.42}, 2: {'drive_db': 16.52}, 1: {'delay_seconds': 2.9}, 4: {'depth': 0.56}, 5: {'wet_level': 0.36}}","{3: {'gain_db': 2.81}, 0: {'rate_hz': 5.14}, 5: {'wet_level': 0.29}, 1: {'delay_seconds': 2.74}, 2: {'drive_db': 9.21}}",0.5041215333333138,10.975052339237813
30.mp3,{4: {'depth': 0.2}},"{0: {'rate_hz': 3.39}, 4: {'depth': 0.27}}",0.9159946816057547,0.4603556252864644
31.mp3,"{3: {'gain_db': -3.51}, 0: {'rate_hz': 11.19}, 2: {'drive_db': 14.63}, 5: {'wet_level': 0.4}, 4: {'depth': 0.42}}","{2: {'drive_db': 7.77}, 3: {'gain_db': 4.27}, 4: {'depth': 0.36}}",0.5843770349534639,28.25393806201632
32.mp3,"{5: {'wet_level': 0.21}, 2: {'drive_db': 19.19}, 1: {'delay_seconds': 1.34}, 4: {'depth': 0.27}}","{4: {'depth': 0.59}, 1: {'delay_seconds': 2.13}}",0.5252108021369826,41.69456030637016
33.mp3,"{4: {'depth': 0.34}, 3: {'gain_db': -4.02}, 5: {'wet_level': 0.45}, 2: {'drive_db': 5.08}, 0: {'rate_hz': 6.06}, 1: {'delay_seconds': 1.06}}","{4: {'depth': 0.29}, 0: {'rate_hz': 14.43}, 3: {'gain_db': -4.59}, 2: {'drive_db': 8.75}, 5: {'wet_level': 0.52}, 1: {'delay_seconds': 1.18}}",0.8038885072399055,45.5240610414384
34.mp3,"{0: {'rate_hz': 15.72}, 4: {'depth': 0.47}, 1: {'delay_seconds': 3.52}, 2: {'drive_db': 12.49}, 3: {'gain_db': 0.82}}","{0: {'rate_hz': 17.73}, 4: {'depth': 0.2}}",0.5185269997185719,30.53661946004366
35.mp3,"{5: {'wet_level': 0.3}, 4: {'depth': 0.56}}","{3: {'gain_db': 6.41}, 2: {'drive_db': 7.36}, 4: {'depth': 0.51}}",0.5785760854664975,26.329738687085307
36.mp3,{4: {'depth': 0.45}},"{4: {'depth': 0.32}, 3: {'gain_db': -2.63}, 2: {'drive_db': 6.48}, 0: {'rate_hz': 5.83}}",0.7507728798717777,9.914254633294034
37.mp3,{4: {'depth': 0.6}},"{2: {'drive_db': 17.0}, 4: {'depth': 0.51}}",0.6476270914689004,0.1651493501606744
38.mp3,"{4: {'depth': 0.3}, 1: {'delay_seconds': 2.41}, 5: {'wet_level': 0.52}}","{2: {'drive_db': 13.4}, 1: {'delay_seconds': 3.07}}",0.5054572632031499,24.943462996180763
39.mp3,"{4: {'depth': 0.56}, 1: {'delay_seconds': 3.09}, 3: {'gain_db': 5.86}, 2: {'drive_db': 13.8}, 5: {'wet_level': 0.41}}","{1: {'delay_seconds': 2.68}, 4: {'depth': 0.54}, 3: {'gain_db': -3.58}}",0.5577211370723302,35.39470122819508
40.mp3,"{1: {'delay_seconds': 1.32}, 5: {'wet_level': 0.32}, 3: {'gain_db': 6.02}, 0: {'rate_hz': 14.36}, 4: {'depth': 0.38}}","{1: {'delay_seconds': 2.18}, 5: {'wet_level': 0.6}, 0: {'rate_hz': 9.01}, 2: {'drive_db': 8.7}, 3: {'gain_db': 5.71}, 4: {'depth': 0.57}}",0.6814980231470152,0.5677215983048463
41.mp3,"{3: {'gain_db': -0.16}, 4: {'depth': 0.43}, 1: {'delay_seconds': 1.55}, 5: {'wet_level': 0.41}}",{4: {'depth': 0.55}},0.6246982448650054,32.573775213023765
42.mp3,"{2: {'drive_db': 17.01}, 5: {'wet_level': 0.27}, 1: {'delay_seconds': 2.41}, 0: {'rate_hz': 17.98}, 3: {'gain_db': -7.26}}",{0: {'rate_hz': 18.14}},0.5570915726699253,53.3343027891292
43.mp3,"{3: {'gain_db': 8.76}, 2: {'drive_db': 1.74}, 5: {'wet_level': 0.53}, 0: {'rate_hz': 8.18}}","{3: {'gain_db': -9.28}, 4: {'depth': 0.24}, 2: {'drive_db': 19.58}, 5: {'wet_level': 0.41}, 1: {'delay_seconds': 2.64}, 0: {'rate_hz': 11.73}}",0.4056434501636805,5.963691904482329
44.mp3,"{5: {'wet_level': 0.34}, 2: {'drive_db': 4.18}, 3: {'gain_db': 9.74}, 4: {'depth': 0.42}}","{5: {'wet_level': 0.34}, 4: {'depth': 0.59}}",0.5721901166449093,0.570566479702834
45.mp3,"{2: {'drive_db': 13.45}, 5: {'wet_level': 0.23}, 3: {'gain_db': 5.67}, 0: {'rate_hz': 14.64}, 4: {'depth': 0.47}, 1: {'delay_seconds': 4.91}}","{3: {'gain_db': 1.49}, 4: {'depth': 0.59}, 0: {'rate_hz': 19.49}, 2: {'drive_db': 4.83}}",0.5101842702872088,32.26838777337726
46.mp3,"{4: {'depth': 0.45}, 1: {'delay_seconds': 1.1}, 5: {'wet_level': 0.43}, 2: {'drive_db': 14.28}, 3: {'gain_db': -1.52}}","{2: {'drive_db': 19.32}, 1: {'delay_seconds': 1.57}, 3: {'gain_db': -1.76}, 5: {'wet_level': 0.54}}",0.6661849036988912,28.287090062130137
47.mp3,"{4: {'depth': 0.59}, 1: {'delay_seconds': 2.22}, 0: {'rate_hz': 15.89}}","{1: {'delay_seconds': 3.25}, 3: {'gain_db': -1.07}, 4: {'depth': 0.49}, 2: {'drive_db': 1.9}, 0: {'rate_hz': 15.54}, 5: {'wet_level': 0.32}}",0.6935820604081678,40.70486615361108
48.mp3,"{4: {'depth': 0.42}, 2: {'drive_db': 15.25}, 0: {'rate_hz': 5.63}}","{3: {'gain_db': 0.47}, 5: {'wet_level': 0.25}, 4: {'depth': 0.49}, 2: {'drive_db': 9.2}}",0.675443129733729,39.51929152057781
49.mp3,"{0: {'rate_hz': 15.03}, 2: {'drive_db': 12.29}, 3: {'gain_db': 4.03}, 1: {'delay_seconds': 1.67}}","{3: {'gain_db': 8.71}, 0: {'rate_hz': 19.91}, 5: {'wet_level': 0.45}, 1: {'delay_seconds': 4.14}, 2: {'drive_db': 19.2}, 4: {'depth': 0.43}}",0.4911107911815658,10.774850017235574
50.mp3,{4: {'depth': 0.27}},{4: {'depth': 0.21}},0.9591751709536137,1.844076295605643
51.mp3,"{2: {'drive_db': 19.01}, 0: {'rate_hz': 17.17}, 4: {'depth': 0.59}}","{3: {'gain_db': -3.52}, 1: {'delay_seconds': 3.49}, 5: {'wet_level': 0.49}, 2: {'drive_db': 12.19}, 4: {'depth': 0.35}, 0: {'rate_hz': 18.29}}",0.49361716648954806,20.74508842864535
52.mp3,{2: {'drive_db': 8.28}},{},0.8309852077479606,2.322283306111077
53.mp3,"{0: {'rate_hz': 4.87}, 3: {'gain_db': 0.8}}",{2: {'drive_db': 14.31}},0.6207831535036099,1.470406691945842
54.mp3,"{3: {'gain_db': -9.37}, 5: {'wet_level': 0.42}, 1: {'delay_seconds': 4.06}, 2: {'drive_db': 13.02}, 0: {'rate_hz': 19.81}, 4: {'depth': 0.49}}","{3: {'gain_db': 8.3}, 2: {'drive_db': 19.55}, 0: {'rate_hz': 11.18}, 5: {'wet_level': 0.26}, 4: {'depth': 0.22}, 1: {'delay_seconds': 1.65}}",0.4869532410668089,20.946087109316927
55.mp3,"{4: {'depth': 0.36}, 1: {'delay_seconds': 2.32}, 5: {'wet_level': 0.29}, 3: {'gain_db': 5.4}}","{2: {'drive_db': 10.38}, 5: {'wet_level': 0.58}, 1: {'delay_seconds': 2.1}, 4: {'depth': 0.42}}",0.5703086163475171,56.00521955077559
56.mp3,"{0: {'rate_hz': 6.85}, 3: {'gain_db': 9.2}, 5: {'wet_level': 0.26}}","{4: {'depth': 0.35}, 1: {'delay_seconds': 3.83}, 5: {'wet_level': 0.31}}",0.42657687637861713,36.23386613027131
57.mp3,"{0: {'rate_hz': 10.03}, 1: {'delay_seconds': 4.7}, 3: {'gain_db': -2.96}, 5: {'wet_level': 0.34}, 2: {'drive_db': 4.76}}",{2: {'drive_db': 19.21}},0.40809296744743334,74.12027596665507
58.mp3,"{0: {'rate_hz': 3.62}, 4: {'depth': 0.29}, 3: {'gain_db': -8.61}}","{4: {'depth': 0.32}, 1: {'delay_seconds': 1.86}, 3: {'gain_db': 6.05}, 5: {'wet_level': 0.43}}",0.5482358448793754,27.7149886701864
59.mp3,"{0: {'rate_hz': 4.8}, 2: {'drive_db': 19.9}, 4: {'depth': 0.55}, 3: {'gain_db': 6.15}, 1: {'delay_seconds': 2.33}}","{1: {'delay_seconds': 2.29}, 2: {'drive_db': 14.02}, 5: {'wet_level': 0.33}, 3: {'gain_db': -3.73}, 4: {'depth': 0.6}}",0.6590257965660637,9.794409991462112
60.mp3,{1: {'delay_seconds': 4.76}},{1: {'delay_seconds': 3.46}},0.8938554444793957,17.164364420010813
61.mp3,"{1: {'delay_seconds': 2.43}, 5: {'wet_level': 0.45}, 4: {'depth': 0.54}, 2: {'drive_db': 3.81}}","{4: {'depth': 0.3}, 1: {'delay_seconds': 2.89}, 0: {'rate_hz': 8.47}}",0.6028001132930675,2.152992601470084
62.mp3,{4: {'depth': 0.38}},"{5: {'wet_level': 0.24}, 3: {'gain_db': 0.49}, 0: {'rate_hz': 16.04}, 4: {'depth': 0.42}, 2: {'drive_db': 9.36}}",0.5342080767759699,10.427514081306349
63.mp3,"{2: {'drive_db': 16.31}, 5: {'wet_level': 0.27}, 0: {'rate_hz': 15.64}, 1: {'delay_seconds': 1.13}}","{0: {'rate_hz': 14.16}, 1: {'delay_seconds': 1.62}}",0.6164594219642464,1.191820007791625
64.mp3,"{1: {'delay_seconds': 1.94}, 2: {'drive_db': 9.36}}","{4: {'depth': 0.31}, 1: {'delay_seconds': 3.34}, 5: {'wet_level': 0.22}, 3: {'gain_db': -5.66}}",0.6474138665779927,13.444470754420864
65.mp3,"{5: {'wet_level': 0.57}, 0: {'rate_hz': 2.4}, 1: {'delay_seconds': 2.05}}","{0: {'rate_hz': 15.83}, 1: {'delay_seconds': 2.3}, 3: {'gain_db': -2.4}, 5: {'wet_level': 0.27}, 4: {'depth': 0.23}}",0.5928234014491901,13.191628336342422
66.mp3,"{4: {'depth': 0.24}, 5: {'wet_level': 0.33}, 2: {'drive_db': 15.73}, 0: {'rate_hz': 12.96}}","{4: {'depth': 0.25}, 1: {'delay_seconds': 2.28}}",0.49186615480797813,2.867511598927827
67.mp3,"{5: {'wet_level': 0.37}, 1: {'delay_seconds': 3.23}, 3: {'gain_db': -9.36}, 0: {'rate_hz': 12.81}, 4: {'depth': 0.54}, 2: {'drive_db': 7.87}}","{4: {'depth': 0.51}, 0: {'rate_hz': 10.34}, 1: {'delay_seconds': 3.53}}",0.6951786649588052,12.56901030122595
68.mp3,"{0: {'rate_hz': 15.96}, 3: {'gain_db': -5.04}, 5: {'wet_level': 0.48}, 4: {'depth': 0.25}}","{3: {'gain_db': 0.2}, 2: {'drive_db': 10.52}, 5: {'wet_level': 0.34}, 0: {'rate_hz': 2.29}, 4: {'depth': 0.5}}",0.583557165676657,1.0379962456404896
69.mp3,"{5: {'wet_level': 0.43}, 3: {'gain_db': 7.14}}","{5: {'wet_level': 0.59}, 3: {'gain_db': -10.0}, 4: {'depth': 0.56}, 2: {'drive_db': 12.97}}",0.4087832500931909,10.510443128365946
70.mp3,"{5: {'wet_level': 0.35}, 2: {'drive_db': 16.49}}",{5: {'wet_level': 0.35}},0.6633992845125449,6.132623981503219
71.mp3,"{5: {'wet_level': 0.34}, 2: {'drive_db': 18.33}, 1: {'delay_seconds': 2.13}}","{5: {'wet_level': 0.28}, 3: {'gain_db': -0.32}, 1: {'delay_seconds': 1.3}, 4: {'depth': 0.32}}",0.5176051592238912,5.612959936489284
72.mp3,"{1: {'delay_seconds': 2.45}, 0: {'rate_hz': 14.87}, 5: {'wet_level': 0.44}, 4: {'depth': 0.31}, 3: {'gain_db': -4.31}, 2: {'drive_db': 12.33}}","{5: {'wet_level': 0.53}, 3: {'gain_db': 4.94}, 1: {'delay_seconds': 4.4}, 4: {'depth': 0.2}, 2: {'drive_db': 16.79}, 0: {'rate_hz': 16.19}}",0.7182783995054955,35.937445588121626
73.mp3,"{0: {'rate_hz': 10.03}, 4: {'depth': 0.32}, 3: {'gain_db': -4.97}, 2: {'drive_db': 19.54}}","{5: {'wet_level': 0.4}, 3: {'gain_db': -2.91}, 4: {'depth': 0.39}, 2: {'drive_db': 11.67}}",0.6181167160078977,2.942919197071536
74.mp3,"{4: {'depth': 0.56}, 1: {'delay_seconds': 1.6}, 5: {'wet_level': 0.58}, 3: {'gain_db': -7.95}, 2: {'drive_db': 9.58}}","{0: {'rate_hz': 9.59}, 1: {'delay_seconds': 1.3}, 5: {'wet_level': 0.27}, 4: {'depth': 0.31}, 3: {'gain_db': 6.35}, 2: {'drive_db': 13.16}}",0.5495665410674669,3.855461672418877
75.mp3,"{3: {'gain_db': -0.93}, 2: {'drive_db': 2.17}, 5: {'wet_level': 0.4}, 0: {'rate_hz': 10.53}, 4: {'depth': 0.49}}","{4: {'depth': 0.49}, 2: {'drive_db': 10.19}}",0.5741459670175619,26.09796003301296
76.mp3,{5: {'wet_level': 0.25}},{},0.8298965456400571,6.550754768239837
77.mp3,"{5: {'wet_level': 0.54}, 1: {'delay_seconds': 4.15}, 4: {'depth': 0.3}, 2: {'drive_db': 13.44}, 0: {'rate_hz': 4.69}}","{3: {'gain_db': -8.8}, 1: {'delay_seconds': 2.15}, 4: {'depth': 0.33}}",0.5028960118848369,40.0821826580469
